text	label
谁将六国黄金印	3
人道曾标瑞应图	3
可怜潭水断来踪	2
慈颜幽翳几星霜	4
霜桂月华寒未收	2
商瞿五十知无子	2
烦闹荣华犹易过	3
更为童乌滴数行	1
白头重得为僚友	4
龙瑞宫中种玉人	3
卒岁优哉乐事全	5
除却雅言都不知	3
小树山榴近砌栽	3
卑景何因醉脸丹	4
一种天然清水上	4
山遮水隔重重堠	3
何待丰干说向人	2
食指真欺我	3
不入闹园林	3
说著功名我自羞	2
截水无留影	3
临流欲寄征人泪	2
荣枯何足顾	4
若为借与春风看	3
清晨吹笛棹船来	4
杏花风雨总无人	2
其如绿水何	2
樵苏出林看	4
逻逤琵琶撚绿丝	3
花若能言应笑侬	4
莫令炬火风吹黑	2
银钩已有淳熙脚	5
身如纸帐梅花梦	3
仕困风波归可乐	2
答书见客腹仍烦	2
离合纷纷怕远游	2
西风已飘上林叶	3
不忝二刘孙	3
扬州驿里梦苏州	3
不辞高远共跻攀	4
谁将碧玉圆盘子	3
未有毫分慰此州	3
脱却单衣著裌衣	3
真祖飙游正在天	5
世间遥望但云山	3
村落丰登有酒帘	4
缬衣帘里动香尘	4
涧谷空吟野树芳	3
幽人抱膝掩柴门	2
梧桐莫更翻清露	2
玉妃步月影毵毵	3
久惭顽钝费洪炉	2
焯焯荣光上赭袍	4
荒耽诗句枉劳心	2
青毡帐暖喜微雪	4
无能无福谩徒劳	2
离却山门十八年	2
但愿清平好官府	4
戏将古寺闲房趣	4
我到人间未百年	3
老臣绝朝谒	2
南邻北里歌吹时	3
祖姑贞节已褒嘉	4
孤鹤不睡云无心	3
足濯长江万里流	4
长鱼三尺困横盆	3
临行子细看	2
遇客多言爱山水	3
寻见野花都不是	3
正有饥鹰待一呼	3
欲晓江头杖策徐	3
布帆无奈晚风催	1
我读君诗笑无语	4
花过痴眠日尽高	3
歌吹时侵愁梦人	1
只怕霜风一夜来	2
深笑宴游非	4
宋时松竹晋时苔	3
晓翠妨人看远山	3
沙渚清泠蒲叶水	3
今朝失国人	2
并在月明中	4
子云拙可嗤	3
一笑相欢四老翁	5
江湖醉渡十年春	2
三叠飞泉凝似雾	3
红杏花前应笑我	3
犹胜因花压折枝	4
莫听游人待妍暖	3
色败不可稔	2
坑士焚书已促秦	3
轻用镆铘终折缺	3
高鸟黄云暮	2
七种共挑人日菜	3
好女如何得好夫	3
何必凄凄独向隅	3
看徧溪头南北枝	4
共整扁舟又太湖	4
送客多情难语离	1
春雨无端愁杀人	1
月上梨花放夜阑	4
削地已堪哀	2
应恐慵眠过一春	2
更苦悬车尚五年	1
当初薄怒尤娇绝	4
莫收书策且留灯	3
遥想蓬莱台阁重	4
金丹妙处无多子	4
红浅黄深次第开	4
画檐鸣雨早秋天	3
将军素志在林丘	3
池面冰消水见沙	3
渐恐耳聋兼眼闇	2
谁人不有良知在	3
正是落花寒食夜	2
西风吹泪古藤州	2
不及天然玉作容	4
岁月真如东逝波	3
平生一点不平气	2
不后秧时亦不前	4
如何苦思形中事	3
老向烟波人不知	3
休把盛衰观世谛	2
不问家无担石储	2
乘时不羡云溟乐	4
西风吹上两眉尖	2
未可同君上此山	4
睡起晴沙依晚照	4
一番风竹摇窗外	3
千古斯人何处寻	2
几时曾画白头人	2
君王宽大诏	4
梦中沈却大法船	2
一春风雨暗隋渠	4
翠羽先随秋草萎	2
倦客愁闻归路遥	2
解鞍閒看古祠碑	3
栽松道者身先老	2
红团糖餡大于钱	4
银山堆里看青山	3
溪边前日君辞我	2
仙桃扇子午时回	3
各将珠琲斗呈珍	4
醉后能令秋气春	5
曲江院里题名处	3
今日灰心始见渠	1
虽遇唐生不敢亲	3
受恩真是不须多	4
蓬莱云暖即从龙	4
平芜还破烧痕青	4
谁识新年欢喜事	5
宫官忽道过金銮	3
君心爱桃叶	4
秦川草木也欣荣	5
风雅只今谁丽则	4
千里相逢如故人	3
春风得意马蹄疾	5
喜闻吾党政如春	4
人间所乐宁过此	4
寄语啼禽漫不閒	2
为僧心了总输僧	2
凄凄馀菊寒	2
野杏溪桃三两枝	4
国破作降俘	2
不在欢喜丸	3
月明无处韬清影	3
贼满四郊无处采	2
始是金丹换骨时	4
柳色波光已斗妍	4
功名老去皆蹉跌	3
独径千盘绕水田	3
谁能来此寻真谛	3
更令柔指拨清弹	4
为问仙家似此无	3
闪闪青灯照薄帷	3
看来应未怕	2
垂鞭相送醉醺醺	4
爱君心不恻	2
悲忧如路去无程	1
天衢何敢斗先鞭	4
玉虬垂处雪花翻	4
姑射真人自少羣	3
西楼第一红多叶	4
草诏陆贽倾诸公	4
苦心膏沐不论赀	3
未论百卉争红紫	3
未年三十即无身	3
故学禅房杵药声	3
冷山未许瘴全开	3
少贪公事且谋欢	3
风雪过门无入处	2
岂为辛勤养玉蟾	3
镆邪三尺照人寒	3
且作斯须自在人	4
只有此中宜旷望	3
当年此地瑞麒麟	3
诸贤强自宽	2
长羡淮鱼压楚糟	3
强来看打洛神碑	3
匹似病风兼病脚	3
美中真假不含糊	4
秀整文明早	3
时倚楼阑直北看	3
是非岂复待深思	3
茅檐三日萧萧雨	3
眉目分明画不如	4
湖山秀美冠东南	4
峡石溪边水去斜	3
此时刀笔手	3
小船摇曵入西陵	4
漫嗟古屋暗丹青	2
鲂甘抑鲊天	5
仙源积庆诚无际	4
怕有文殊问疾来	2
为汝种松多	3
却被沙鸥恼人损	2
几个寒雅树上啼	2
愈作唐经还蓄缩	3
月夕烟朝几十春	3
百年风物今何似	3
杜二已无黄九去	2
送吕迎章话又新	3
水平民不溺	3
树外天容仍淡白	3
器自良工得范模	4
儿童初见互惊猜	3
江南为客正悲秋	2
太丘真复社亡迟	2
蟋蟀畏寒先近床	3
往日闻韶独忘味	3
伫看褒诏万年春	4
水堂长日静鸥沙	3
水满溪头酒满杯	4
苏髯白傅优游地	4
官府只知行乐好	3
梦觉还惊屧响廊	2
梅从山上过溪来	3
知几不似衡阳鴈	2
稍知海若吞河伯	3
谁人雅趣似林逋	3
蟹美持螯日	5
风前何处香来近	4
陇亩遗民谈旧政	4
自从闻笛苦匆匆	2
元吉行趋武德闱	3
分无佳丽敌西施	3
茅檐十室九饥寒	2
冉冉河洲晓	4
楚王城上夕阳低	2
漠漠轻烟度短墙	2
迢迢银汉渡云鬟	4
官閒犹寄白云曹	3
不知天罚一只眼	3
西京上相出扶阳	3
心情诗卷无佳句	2
皇恩乐佳节	5
挽留时暂也应难	2
儿女情怀易得怜	2
佳人本爱徵方物	3
纵横草疏论迁都	3
江头春泥妨踏春	3
乐岁家家俱自得	4
如何落后免沉浮	2
明月清风不用钱	5
月落潮平是去时	2
薄茶便当乌程酒	3
不知后面花多少	3
济济衣冠祀素王	3
逍遥胜似橘中时	4
黄菊娟娟媚晚秋	4
孤舟一夜发龙湫	3
萧萧北风劲	1
嗟尔寒蛬怨何事	2
缘花错莫两三蜂	4
临水不相猜	3
日斜南陌柳烟深	2
东篱黄菊任开花	4
一条条雪半春天	4
江山馀思入新篇	4
惟为复恩仇	2
夜来一段佳风月	4
异时见我一依然	3
高枫老柳两滩横	3
镜中无复旧朱颜	2
好宿茅檐伴客身	4
人情宜暖又宜凉	5
不足辱王师	3
未知策应使	3
那知湖海归来日	3
心同草树乐春天	4
有时惭愧梦中闲	2
入田放艇看鹅雏	3
可能春色如人事	2
柳色遥看特地愁	2
采笔无心赋落霞	2
捲帘那复似扬州	2
赢得桃花上玉腮	5
道言禅语须蔬食	3
徒使宗臣每犯颜	2
且喜年年作花主	5
浮世功劳食与眠	3
三年不识东湖面	3
闻道朝来雪又下	3
大星遽陨年难假	2
无德无功用福多	3
酴醾花底当年事	2
白简从君冷峭多	2
忽惊鼙鼓动渔阳	2
山茶相对阿谁栽	3
车马满城原上去	3
巴山四合秋阳满	4
骊岫飞泉泛暖香	4
荒苔野蔓上篱笆	2
丽日祥烟鎻禁林	4
绿街迎夏夹衣更	3
风露澹清晨	3
瘦草寒花强作春	1
多病多愁心自知	1
秋来能更起微澜	3
更从兰省辍薰炉	3
破荒的皪香随马	4
雪销酒尽梁王起	3
天不大尧仁	1
更绕衰丛一匝看	4
笑我支床已多许	4
要知散吏按行来	3
便令无酒亦终朝	4
僚吏相哀白事稀	3
自在流泉谁吐吞	3
东风似与行人便	4
四时佳处是春天	4
画堂帘卷张清宴	3
如何千载尚如新	3
千门朱索迎嘉祉	5
一把牙筹空自苦	2
路边醉倒却关身	3
不枉清香与破愁	2
江山资秀句	4
楚王只听巫臣谏	3
此夜西亭月正圆	3
夜半过江城	3
人日初过近上元	3
河豚鱼毒亡身耳	2
小伞轻包手自携	3
傅寿清歌绝可怜	5
少留卖药买渔蓑	3
收回疏影月初坠	3
从此梅花不要诗	3
夜长少妇无舂织	3
更有不堪萧索处	1
死却题诗几许人	3
最怜溪岸两旗新	4
空国坐朋字	1
泪落风前忆醉时	1
渔阳哭骑满关东	2
不消三日如麻脚	3
似羞还喜去还来	4
自昔无闻尔所先	2
露晞风晚别春丛	3
老子门前沙树孤	2
天上若无修月户	3
殿楹三秀见金芝	4
百花寥落梨花发	3
家家起五更	3
遥轻汉武乐横汾	4
吾辈生涯爱劳动	4
小王初习起居仪	3
含娇敛笑竞群芳	4
起来欢喜不成眠	5
睡起翻书觉梦中	3
曾榜新亭号所思	3
矮屋儿无叹	3
根株肇自韩郎染	3
子能略伴瘦藤无	3
方幸儒林得吾子	4
若见江鱼须恸哭	2
裤里无供给	2
白髪故人田负郭	3
青青岁寒后	3
他年补作白华诗	4
桑间三宿尚回头	3
说与厨人稀作粥	2
不贡春芽向十年	3
溪行尽处却穿山	3
影落清波十里红	4
屠婢杀奴官不问	1
尽把昌黎作寓言	2
却把飞升乞内芝	2
绿阴深处闻啼鸟	3
游魂难得到天涯	1
曾闻宝庆老人言	3
冷笑凡花诲冶容	4
秋鸿声涩秋弦苦	2
元来不是怕春寒	3
一丘一壑可怜生	2
梅水仙花插古铜	3
一妇何曾事二天	2
蒙君信是奇男子	3
白蘋洲渚正沧波	3
宿酒微醒尚小醺	3
乞汝青钱买酒回	3
如许年芳忙里过	3
赁得民居作隠居	3
六十馀年妄学诗	2
柔桑采尽绿阴稀	4
千万为侬休自苦	3
联珠营直到虞渊	3
况托文编久愈明	3
尚方绶带迎嘉节	5
平畴交绿蔼成阴	4
怪石供僧僧不嫌	3
春风有脚家家到	4
淮南秋雨夜	2
政成今有麦三岐	3
问春著人作何味	3
只恐白猿啼夜深	1
残菊飘零满地金	2
不须惆怅从师去	3
轻博人间万户侯	5
白云影里噪幽禽	3
林邑山连瘴海秋	2
却向花前恸哭归	1
新莽穷奸卓极凶	1
春风候馆花如雪	3
结宇题三藏	3
不管淮南木叶飞	3
郎官才转汉西曹	3
索果娇儿怒	3
屋外老梅连夜开	4
重阁望参差	3
只欠矶头一钓竿	3
一筇径为梅花出	3
便觉人间有独醒	4
中原回首涕成霖	1
花枝密处有莺声	4
莫厌九衢尘土间	3
才近高人便入诗	3
贫贱终身未要羞	3
五十不休何日休	2
尔来中酒起常迟	4
春来亦懒避湖船	4
为渠无有岁寒心	4
四壁穿颓旋补泥	2
人日欢娱只一回	2
桃源元只在人间	4
憎却堤边柳	2
西风一夜客亭寒	2
彩幡红镂宜春字	4
欲别俱为恸哭时	1
三山半落青天外	3
欲论旧事无人共	2
透帘斜月独闻莺	2
击壤翁看蓓蕾知	3
朝元阁迥羽衣新	4
透瓦清霜伴月明	4
笑观宫室忤陈王	3
何苦绿匆匆	2
拜赐一天凉	3
日昏尘暗玉窗琴	2
今日风光两无頼	3
隆栋忧厦颠	2
三十衰容一病翁	1
病肺除非引泪浇	1
人间情伪古难知	3
满地凉风满地苔	3
相对意悠然	5
茆檐化作玉楼台	3
溪深树密无人处	3
玉破鲈鱼金破柑	4
吴刚玉斧何曾巧	3
崇霞台上神仙客	4
无蒲萄可博凉州	3
素娥脉脉翻愁寂	1
博进何人更乐输	3
我家伯父德馀辉	4
谨毋友善柔	4
领了诗材还又怨	2
绿野添花径	3
饮狂插红杏	4
爽神晞露滴楼台	5
愁绝铜驼陌上人	2
容光瘦几多	2
岁月不堪人事变	2
野趣分苕水	4
老春虽在亦何心	2
归老岩间未厌兵	3
美人何处在	2
恻恻轻寒似早秋	2
乱珠跳作万银钉	3
近爱清溪远爱梅	5
回头六十七清明	3
垂丝到地却回身	2
逐臭趋炎苦未休	2
只有此花偷不得	3
难堪琼玉惊心骨	2
此身生死国兴亡	2
恶声恶色横相干	2
若信众生本无垢	3
韩柳子孙皆物故	2
榕声竹影一溪风	4
怜君仁义人	2
河势东回今几年	3
凶酋恃险愁孤城	1
夜深谁共阿怜来	2
优游无事只耕田	4
山川都是旧时愁	2
衰柳寒乌落日低	3
花落春无语	2
节竦琅玕不怕风	4
新花良是旧枝非	3
欲知亡国恨多少	1
若能泪得居人脸	2
索性待梅花	4
犹向檐边认紫微	3
忽报船经杨子桥	3
唯有乐天知道者	4
鲈肥菰脆调羹美	4
君埽青蛾减旧容	2
犹堪诗老荐春风	5
一缕何曾织绮罗	2
家贫地上却钱流	2
人间何事堪惆怅	1
杀气司冬合闭藏	2
争得遣君诗不苦	2
传呼声急人皆避	3
江面澄清雪未融	3
璇霄日映龙文合	4
所幸诸生簦蹻随	3
不似春风逞红艳	2
老人初起厌嚣喧	2
莫嗟身世浑无事	2
何事今朝在北行	4
微风如在竹林时	4
官其二子赐良田	3
花落青林闻秭归	3
幽阑蝶在花	4
搀先占却未多时	3
主君头白总因渠	3
志士怀感伤	2
马踏车行响似雷	4
无人可共北窗凉	2
归去沧江有钓舟	3
枯槁形骸元自瘦	1
添得情怀转萧索	1
随车尚有书千卷	3
鸡笼山下是和州	3
网丝一撒还空举	4
乾坤无处不生尘	2
绪风迟日满烟波	4
驿书散出先飞鸟	3
万里风中寄断蓬	2
却来应是无长风	3
要知开闸真消息	3
谁知默鼓无弦曲	3
花愁酒困春无著	1
乾坤大德信无偏	3
想见欣然阡陌间	4
一声霹雳起平地	3
是中日月久分精	4
那更雨声长在耳	2
骑马出郭诗思浓	4
情辞恻恻有馀哀	2
去岁春时政病身	2
惭愧临淮李常侍	2
到得终更分外难	2
奕世人薰一瓣香	4
醉中忘却身今老	4
一时挥泪逐金鞍	1
西港柳株边	3
更向花前把一杯	4
船留村市闹	3
未须辛苦便轻回	4
金蓓锁春寒	3
花南慢打讲钟声	2
为羞贫贱速危亡	2
不知毛羽微	3
涕泪昨辞亲	2
五色庆云开凤尾	4
藕花深处好徘徊	4
多病未须寻药录	3
开壶日月欣浮白	4
自出锦江归未得	2
似痴如病不多欣	2
清香秀色映霞杯	5
嗟尔戎人莫惨然	2
露滴杯中酒更醒	4
今日园林閒纵步	2
岂是遭逢乏圣时	4
从头骂坐数时贤	2
簿书丛里费精神	2
诗缘大雅成歌倾	4
明朝又向江头别	2
止有笑衰翁	2
嗟尔死蛙如月何	2
月华过冷衣襟润	2
画阑想见悬秋晚	3
天教瑞雪报丰年	5
纸窗弄色如胧月	3
别篘新酒待重阳	4
伤心不独为悲秋	1
人烟渺萧瑟	2
当时姚宋并燕许	3
天寒落万里	2
野村无犬吠	2
人稀江日西	2
大江栎岸转雷霆	3
巧画无盐丑不除	3
肠断宜春寸草无	2
忽然飞去暗平川	3
夫子声名号浙西	4
祗愁暴吏打人门	2
相逐西湖泛暖风	4
不是寒温变土宜	3
炼得身形瘦似梅	3
船中遥看家家好	4
一天烟雨好	4
临照三千界	5
隔船笑掷买花钱	4
苦欲为渠聘海棠	3
诸贤莫道江东小	3
我昔曾遭蛊毒伤	3
西风不识张京兆	3
青松梢上兰根下	3
风调谁优劣	3
秋雨欲来无定踪	2
骑吹东来里巷喧	4
晴明颇动青鞵兴	4
不许多闻长乐钟	3
适从百八十滩来	3
谷播世无饥	3
更待秋风生桂枝	3
千金蓄稚鼎	3
却评萱草解忘忧	3
风横云低雨脚斜	3
天汉西南小益东	3
十字顶头添个丿	4
悄然怀旧一长叹	2
涌金门外上湖船	3
叠山环水胜蓬宫	4
五马仙郎载酒来	4
野猿抱子挂松萝	3
合好须凭曲米春	3
冰壶欲著先生传	3
可能王衍胜商君	4
逢春亦一言	4
医国悬知药笼多	2
长安有贫者	3
逃禅画妙一生贫	3
我与同寮来共看	3
空院鸟啼风竹前	4
卖与酒家钳作奴	2
看时高艳先惊眼	4
暗曜加临有救神	5
菘芥煮羹甘胜蜜	4
曾无沃若饱吴蚕	3
依稀长记雪中开	3
薏苡丛深稗穗抽	3
一寸未忘游子线	2
手冷喜时扪	4
不记胡商凿取时	3
催得世人头总白	2
尊酒相逢见寸心	4
形容变尽语音存	3
不逢碁酒与莺花	3
令人惆怅大招词	1
野火山林一烧空	2
漫游久废未全无	2
幽人春自感	2
气数如寒暑	3
愁思看时倍惨然	1
乾笑春风入暮年	5
翼翼当如未祼时	4
下有冰河不敢窥	3
却成卯酒醉冰肌	4
对日惠心时共仰	4
三喜清闲为福德	5
默默过桃园	3
老来字字趋平易	3
是古非今世共憎	3
收功无路去无田	2
对著诗人不惜香	3
花向喜中看更好	5
自折琼枝置枕傍	4
万钉宝带诚堪羡	4
莫缘侯印学阴谋	3
园翁指似还三笑	4
馿边鸡栅犹云可	3
昭阳歌断信沈沈	1
荒城失喜书棚在	4
不须惆怅捕蛇人	3
老胡端为我能留	3
若向庵中觅光禄	3
橘里争棋叟	3
损麦伤花病老人	2
方丈蓬莱但可闻	3
欲知松老看尘壁	3
道人自有飞空锡	3
亿年长奉睿明君	5
遗臭樊城受禅碑	3
注目长江天际流	4
北户静无尘	4
宿雨初收草木浓	3
溪山赢得倚栏干	4
灯火歌呼闹夜阑	5
野僧欲与论前事	3
醉卧酒家床	3
不踏龙头游碧落	3
鹧鸪从尔任情啼	1
野水穿沙自作滩	4
持较文山艳福多	4
忏悔莺花罢苦吟	2
谈间容易说封侯	3
眼里香秔三万顷	3
可能蚯蚓独清廉	2
雨好解开花百结	4
狎邪早不由三阁	3
导吏仓忙乞调兵	3
闭眼无言意自如	4
肯作置书邮	3
漱罢寒泉弄月明	3
知君馀沥多	3
灵寿传名自汉庭	4
牡丹花好花端好	4
孤舟东去水烟微	2
那值天晴喜浴鳬	4
请观今日长安道	3
固知贫病人须弃	2
文书游夏徒	3
绿衣半醉戴宫花	4
谬有生涯类蠹鱼	2
竹佳连露倚	5
蜡屐春来行更好	4
妙乐文殊锦最新	5
太息妒花风雨恶	2
拜赐归来夜过中	3
四檐密密又疎疎	3
三山幕府无公事	3
皇仁听使欢娱极	2
不识酌泉拈菊意	2
攒眉敛目抵风沙	2
清课从头莫告疲	3
殊胜周人咏采薇	4
到家无此江山景	3
自叹平生老道涂	2
为报园花莫惆怅	3
东郊无地不苍苍	3
绿野池新凿	3
如何冰玉质	4
好笋是人家里竹	2
鼻端色动有光辉	4
日斜南陌暖风轻	4
冰上水禽行似箭	3
眊矂浑如病起初	2
皇心勤治切	5
汉宫一百四十五	3
郎君好好点筹看	4
秋城夜泊西风岸	2
平日宫中赐浴时	3
年年踏雪探梅开	3
病废犹难放柳枝	2
风香露重梨花湿	3
如丝肠肚怎禁愁	1
聊凭剪綵结知音	3
一篆炉烟两卷经	3
土肥抽尽缩砂苗	2
伍年重到支公院	3
喜课儿耕替阿翁	4
长夏朝眠竹簟秋	3
青山吐出白龙开	4
清和时序雅相宜	4
远汀斜日思悠悠	2
百年能几何	3
黄花应笑白头翁	4
轻比韩彭作李阳	3
淡紫斜阳嫩碧天	4
折绵威力漫相侵	2
山中户户作梅忙	3
万马自应空伯乐	2
尘埃满袂家山远	2
只怪朝来歌吹闹	2
悠悠心事寄芦花	2
孔雀东飞何处栖	2
西送灵车过苑墙	2
由来人道贵阳刚	4
金钿香少泪痕多	2
燕丹计尽问田生	3
休嗟李广不封侯	3
呼奴乘屋更添茅	4
清香寒更发	3
十二城中锁彩蟾	2
立秋是日微微雨	2
能唱新词动客心	4
仰承中绪隆天爱	5
只销一雨百无忧	3
清商一奏感神明	4
主人犹我我犹渠	4
人世岂能无聚散	2
落照那能暖客袍	2
羣玉山高春好在	4
到此即情畅	4
未秋先已碧莲华	4
不畏人言合愧心	3
狂学司空城旦书	3
欲寻归路更迟留	2
袅袅凉风八月初	4
人嚣极雁鹅	2
不乐不居居便乐	4
吏道何劳问薛公	3
一雨回飙助蓐收	3
问客茅檐日	3
便好一坑埋众妙	3
松吟竹舞水纹乱	3
高僧久已笑君狂	3
蒿里不知春	2
伏暑新除风露清	4
若非天女殷勤意	2
淡绿深青一万重	3
数竿风筱天然笑	4
更觅姚黄魏紫看	2
柏乡空溷迫人名	3
诗酒清欢兴味长	5
故教太守及春来	3
与师同月不同年	3
要且经年无一人	3
鼻端老去齐香臭	3
可怜枝弱苦花繁	2
烦将嘉果送蓬门	4
初识紫丝莼	3
枝枝叶叶不相离	5
端如幽谷茂林中	4
穷儿得宝但能藏	4
却是江南第一枝	4
吏散兵休文案静	3
荷叶荷花烂熳秋	5
自言洞里山川别	3
佳兵吾衰矣	3
步绕梅花徧一园	3
两堤杨柳万窝丝	4
黄昏璧月溪心浴	4
太平礼乐逢昌运	5
庆祝无疆进寿觥	5
何须远觅仙	3
浮云忽已败春晴	2
陶令归时远公送	3
问著无声是阿兄	3
丑劣形殊镇骇人	2
竚久江风吹眼黑	2
一气不为常寂然	3
征羌汉将赵充国	3
去城三十蹑云端	3
只惊鸿鴈向川来	2
自怜憔悴楚江滨	1
江湖便是老生涯	4
且荐清香泛酒瓯	5
与子生疎有底仇	2
美人捲珠帘	4
功名斗薮似灰尘	3
短笛横吹隔陇闻	3
祇有松江桥下水	2
病眼逢春道是秋	2
十九人中最少年	4
于今收拾归山谷	3
压枝梅子大于钱	3
天香寺里古松僧	3
凝香坐啸有弘农	4
路出长沙一怅然	2
自古锦城虽可乐	3
遥知一炬绝河津	2
此节定知随意好	4
偷儿何苦向人来	3
月储三万买教闲	4
虎暴荒居迥	1
卧把青铜摘颔须	3
麟笔严于首恶书	3
不但挥毫一段奇	4
逐客固宜安散地	3
祇向忠邪两路寻	3
忍别青山去	2
合在增城阿姥家	3
骚雅荒凉我未安	2
百钱斗米无人要	2
彷佛古人前日事	3
爱惜芳心莫轻吐	4
门外绿阴无数生	4
冷暖亦随人	2
为客暖征鞍	4
池边何代长杨树	3
绵绵真荫永无疆	5
施粉又施朱	3
客星熠熠滑稽雄	4
怪公日夜归心切	2
溪水清涟树老苍	3
相君爱赏忘宵游	5
不救台城荷荷人	2
薰风披拂酒鳞红	5
离鸿过尽啼乌困	2
留取馀芳付李蹊	3
兼忧井竭饮污流	2
不是区区功与利	3
行尽四方年八十	3
迨得病深无治法	2
唯馀昔时泪	1
炎曦与傅渥丹匀	3
老怀易得生欢喜	4
红叶黄花风露清	4
叠送香罗浅色衣	3
当寒却暖未宜人	3
斜照穿隙网丝明	3
引起无穷射羿人	2
罢却微官且客居	2
抱琴时自弄清徽	3
朝为去山云	3
从今春困不须卖	3
海山不是吾归处	3
十年聊用勉经师	3
从来人说天难做	3
江北江南万树梅	3
夜深风雨更凄然	1
千人重见屈田巴	3
今朝林下煨苦笋	3
腊雪飞空作有年	5
只是闲人漫系情	2
蒲芽长得伸	4
鳌冠三山安海浪	3
中原果有刘文叔	3
太官角黍迎嘉节	4
湖上四时无不好	5
楚乡秋早倦炎蒸	2
一叠青松一叠烟	3
目尽孤鸿落照边	2
幸来相就盖征衣	3
拔山盖世故应亡	4
穿竹寻溪到穷处	3
佳丽皇州又早春	5
绣衣男子返云车	4
东风不惜残桃李	2
晚雨何妨略弹压	3
吟引谢江山	3
山川秀所钟	4
琼田千里玉平铺	4
云霞无迹共依依	3
几岁中原消息断	2
末后桃花陆续开	3
一如携稚往东西	3
男子生当自树立	3
历阳前事知何实	2
莫怪年来祭客稀	2
蝉哀落日恰才收	2
帘幕垂垂燕子风	4
每逢佳节倍思亲	2
喜遇君家门正开	5
窗外梅花数点新	4
青春已属明年事	3
寒花毕竟亡聊甚	2
且向断崖聊一试	3
雨麦浑漫垄	3
不管风鬟露满衣	3
一夜清霜入镜中	2
忽然唤醒承平梦	3
印马三屯去	3
水月池中桂影多	4
将家须向习池游	3
早上新莺语尚蛮	4
苦才多思是春风	2
宝幄兰销瑞雾清	5
细为天子说州贫	2
钟秀地形山叠叠	3
凌烟颂里感风云	3
蜀冈朝雨如轻雾	3
百褶罗裙稳称身	4
两岁愁边病里身	2
万盖红妆都不看	3
客里愁闻乌夜啼	1
故林泉石共光辉	4
云移月色爽人看	4
网罗外面逃多少	3
且作吾侪饱饭行	3
饥时著饭饱时悬	3
内家初上翠微宫	3
綵胜朱旛宜此日	4
家庭瑞气鬰葱然	4
即非使者秋行部	3
偷桃窃药事难兼	2
逐峰放出不教齐	3
笑渠骑马傍人门	4
今岁春流涨又销	3
莲开宫沼年年盛	4
碧梧枝上看	3
曾说惠山好	4
都门瑞雪深盈尺	3
一笑劝君输一著	4
难悬季子腰	2
遍入僧房花照眼	4
区域瓯闽此岭存	3
蒲团药鼎鬓成丝	4
绿杨摇曳蘸湖波	4
隐约见潼关	3
怅惜年光怨子规	1
又随玄鹤上瑶天	4
凭莺为向杨花道	3
一齐欣送我侬回	4
清香裛露对高斋	4
舞殿裁云暝作衣	3
开元圣主得贤臣	4
人间烟雨暗千家	3
喜闻墟落在山前	4
三十年前白发生	1
一笑归来见在身	4
存亡三十载	2
占断城中好物华	4
千灵慈护属仁明	4
人生赢得几清明	5
卷土重来未可知	5
数椽生草覆莓苔	3
只倩并州快翦刀	3
一点残灯伴夜长	1
平生不试南宫笔	2
须信今春春事早	4
啼鸟千山暮	3
尊前金缕按清歌	3
露腹不曾肥	3
曦龙浴海上扶桑	4
轻吹凝香瑞霭温	4
三间欲卜邻	3
至用榴皮缘底事	3
宜与诸儒论石渠	3
剩作几篇诗	3
晚似常年半月期	3
碧琉璃上琼花里	4
居人只道秋霖苦	2
烂漫残芳不可收	4
竹炉重炷海南沉	3
只教遥见不教登	2
剌剌北风吹倒人	2
晚收咄咄书空手	3
日长读彻楞伽了	3
乱华由党碑	1
老大诗章转更新	3
低桧小松参怪石	4
平山风露夜何其	2
翠峰十二拥瑶姬	4
强扶衰病牵淮舸	2
香秔鲜鲙雅相宜	5
云堂十月冷生冰	2
今日山阴送杰师	3
寒多酒力微	2
去户欲行还自省	2
况复君家美	5
诏旨今年法祖宗	3
式燕灵琨睠蕙时	4
取向琴中作夜啼	2
儿女强修元夕供	3
孤童亦复梦槐柯	3
故人化作累累冢	2
山晴气反昏	2
从来人说水晶宫	3
落花何处堪惆怅	1
酒兴森然不可回	4
由来命薄是诸生	1
不似儿童笑语喧	4
柳上青虫宁许劣	2
犹讶火长烧	2
搜罗诗景一时新	4
烟波深处卧孤篷	3
蔽地飞花一寸深	2
昔日同游漳水边	3
石田耕种难成稻	3
地胜好教毛颖记	4
慷慨相期入皂囊	3
长安卿相多忧畏	2
已变王孙草	2
露缀九光舆	4
登高仍在太山阳	3
想君初觉从军乐	4
他时我向会稽去	3
活泉真岕善烹煎	4
冠佩煌煌拱北辰	4
风景最宜人	4
风拂金炉待赐香	4
臂头长命缕	3
莫言客子无愁易	2
鸟乌未觉常先晓	4
断肠来此哭东风	1
思欲入石壁	3
烟波何处觅孤篷	3
但恐有时来诉冤	2
赞房赢得日高眠	4
幸无爆竹惊寒梦	4
直应人意逍遥处	4
子真今为起清风	4
侍郎何处在	3
萦带二川河洛水	2
九秋风露洗头盆	3
寒食良辰无赏心	2
平江欲上潮	3
水绕荒坟县路斜	2
冷面相看又赋诗	2
分甘那暇问醨醇	3
且贪紫翠入船窗	4
谁写春风上锦屏	2
盛服想君兴庆朝	4
暂时相见还相送	3
兰陔娱养时多暇	3
自古相传到此愁	2
从渠屡受羣儿谤	3
引古惜兴亡	2
青春天上送麒麟	4
